customer_account_number,to_recipient_customer_account,old_balance,transaction_amount,new_balance,tp_recipient_customer_account_balance,transaction_time_in_ms,transaction_frequency,average_transaction_amount,account_age_days,method_of_transaction,transaction_currency,location_data,device_used,kyc_status,label_for_fraud,smurfing_indicator,previous_fraud_flag,transaction_id,timestamp,IFSC CODE,IP ADDRESS,MAC address,NARRATION,ECOMMERCE PLATFORM,,,,,,,,,,,,,,,,,,,
63964,65908,140706.9,26523.07,114183.83,22466.6,807,2,948.16,2421,0,INR,Guadeloupe,Desktop,FULL,1,1,1,T00000094,05-04-2025 19:37,SBIN0000234,166.80.204.34,07:DF:0C:F1:7F:88,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
84782,24380,78949.58,48449.37,30500.21,92814.97,565,1,2326.44,1524,7,INR,Tokelau,Mobile,FULL,1,0,1,T00000095,05-04-2025 19:37,HDFC0001234,212.91.48.193,03:FE:B6:B2:2E:CB,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
71631,63582,63640.3,4156.93,59483.37,98845.4,505,10,901.56,1148,3,INR,Cape Verde,POS,NONE,0,1,1,T00000096,05-04-2025 19:37,SBIN0000234,219.61.67.70,FF:B8:1D:FC:5C:A2,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
88864,57663,27959.08,31821.22,-3862.14,74745.55,658,3,-1139.16,2119,8,INR,Saudi Arabia,ATM,NONE,1,1,0,T00000097,05-04-2025 19:37,ICIC0000456,140.103.179.183,84:5E:12:2C:18:1C,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
71143,74497,40239.66,45199.9,-4960.24,56979.21,735,10,-1101.79,2036,1,INR,Barbados,Mobile,FULL,1,1,1,T00000098,05-04-2025 19:37,SBIN0000234,75.119.53.222,0F:A7:F1:7B:E4:F9,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
12908,34467,63697.35,29804.18,33893.17,20350.44,938,6,2780.07,2774,2,INR,Guam,Laptop,PARTIAL,0,0,0,T00000099,05-04-2025 19:37,AXIS0000312,165.191.156.121,60:33:5A:E9:EC:9C,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
85738,41355,37860.37,22801.18,15059.19,31010.02,754,5,-2331.81,370,4,INR,Senegal,Laptop,FULL,1,1,1,T00000100,05-04-2025 19:37,SBIN0001234,119.186.15.85,C1:F4:BA:E9:BF:63,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
39828,12052,37108.54,20605.02,16503.52,10756.34,971,7,-814.24,1743,0,INR,Montenegro,Laptop,PARTIAL,0,1,0,T00000101,05-04-2025 19:37,SBIN0001234,37.120.107.196,75:D0:3C:79:05:B5,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
45961,18114,67261.46,6789.86,60471.6,14125.85,657,9,567.63,1104,7,INR,Nepal,Mobile,NONE,1,1,1,T00000102,05-04-2025 19:37,SBIN0001234,248.164.25.167,BE:E8:E9:EA:B1:7D,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
35651,46175,142025,17731.39,124293.61,67836.1,669,9,-403.93,2099,3,INR,Tanzania,ATM,PARTIAL,1,1,0,T00000103,05-04-2025 19:37,AXIS0000312,181.252.137.136,09:21:D2:DD:1F:75,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
63457,11549,32579.22,38685.1,-6105.88,31195.14,845,7,-2095.36,1001,7,INR,Heard Island and McDonald Islands,Mobile,PARTIAL,0,0,0,T00000104,05-04-2025 19:37,ICIC0000456,220.113.123.41,AF:9B:A5:10:C5:88,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
15049,38975,111274.98,40457.45,70817.53,87937.47,500,8,2470.59,2084,3,INR,Italy,Mobile,NONE,1,1,0,T00000105,05-04-2025 19:37,SBIN0000234,58.60.151.79,44:3D:93:58:E6:85,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
35651,53550,149831.72,19065.24,130766.48,69609.79,874,7,-2121.61,1272,3,INR,Switzerland,Laptop,NONE,1,0,1,T00000106,05-04-2025 19:37,ICIC0000889,188.133.84.163,54:86:22:90:45:58,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
30033,24189,135609.03,19540.95,116068.08,99591.97,479,7,2965.97,220,7,INR,Cyprus,POS,FULL,1,0,1,T00000107,05-04-2025 19:37,AXIS0000312,249.175.28.22,67:2A:C4:0A:EB:41,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
32392,52362,76136.4,44151.66,31984.74,48059.84,625,4,1435.73,200,4,INR,Monaco,ATM,NONE,0,1,0,T00000108,05-04-2025 19:37,ICIC0000889,134.242.175.136,74:F0:5F:12:92:CD,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
63457,61938,105488.81,4385.49,101103.32,68447.29,656,9,-864.38,270,3,INR,Andorra,ATM,NONE,1,0,0,T00000109,05-04-2025 19:38,ICIC0000889,214.66.53.49,40:A8:1E:EE:D1:6C,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
30033,18882,56676.08,45666.6,11009.48,46497.89,401,2,-209.7,348,4,INR,Cuba,Laptop,FULL,1,1,1,T00000110,05-04-2025 19:38,HDFC0001234,185.117.15.69,57:9C:DF:17:71:7D,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
71143,48351,33591.2,42919.35,-9328.15,74674.25,728,5,-56.68,1122,1,INR,Turks and Caicos Islands,Desktop,FULL,1,0,0,T00000111,05-04-2025 19:38,HDFC0001234,175.245.57.156,40:3E:B9:E9:36:C7,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
63964,20188,140162.23,19228.71,120933.52,77434.44,737,8,195.64,253,8,INR,Lithuania,Desktop,PARTIAL,0,0,1,T00000112,05-04-2025 19:38,AXIS0000312,189.62.230.248,0A:9A:89:27:2D:3B,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
51551,31344,11178.52,33395.49,-22216.97,33905.44,513,2,-1412.9,1061,7,INR,United States of America,Desktop,PARTIAL,0,0,1,T00000113,05-04-2025 19:38,SBIN0000234,85.98.254.65,AE:93:6D:B3:29:D1,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
88864,75162,100549.88,33278.85,67271.03,66101.5,582,6,-2345.43,2616,5,INR,Somalia,ATM,PARTIAL,1,0,1,T00000114,05-04-2025 19:38,AXIS0000312,43.242.195.248,B6:A8:88:57:36:E4,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
66421,67577,97831.76,40400.52,57431.24,15704,772,1,-2984.1,804,5,INR,Chile,Tablet,PARTIAL,0,1,1,T00000115,05-04-2025 19:38,ICIC0000456,4.158.239.102,EC:B9:29:9F:80:81,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
70762,22681,49975.67,9750.28,40225.39,54185.45,667,1,882.76,1275,2,INR,Nicaragua,POS,FULL,1,0,1,T00000116,05-04-2025 19:38,SBIN0001234,123.163.188.178,36:26:92:F0:8C:0A,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
30033,13521,56879.99,27725.86,29154.13,11390.61,936,5,-1963.64,2797,1,INR,Dominican Republic,ATM,PARTIAL,1,0,0,T00000117,05-04-2025 19:38,ICIC0000456,155.230.155.150,5E:F4:2A:37:CC:09,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
63457,40210,131772.75,23404.84,108367.91,43223.6,452,2,-2527.23,2263,6,INR,Djibouti,Tablet,NONE,1,0,1,T00000118,05-04-2025 19:38,SBIN0001234,102.175.156.51,DA:F8:B7:B8:70:DA,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
85738,89861,61062.75,11285.25,49777.5,67893.94,933,10,-2060.03,170,5,INR,Gabon,ATM,NONE,0,0,1,T00000119,05-04-2025 19:38,AXIS0000312,142.2.19.156,18:39:94:84:15:95,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
32392,22060,58610.83,16446.91,42163.92,34844.18,878,1,1307.96,2618,5,INR,Gambia,POS,NONE,1,0,1,T00000120,05-04-2025 19:38,ICIC0000456,109.139.1.60,EB:FF:91:58:2C:6D,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
31458,42035,133963.86,1695.95,132267.91,76139.15,682,2,-1874.74,1223,8,INR,Costa Rica,Tablet,NONE,0,0,1,T00000121,05-04-2025 19:38,AXIS0000312,191.223.177.137,7E:E2:CA:41:CF:7D,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
32392,95478,135643.14,2415.48,133227.66,49399.71,505,9,1779.93,2688,6,INR,Chile,Laptop,NONE,1,1,0,T00000122,05-04-2025 19:38,ICIC0000889,243.117.254.170,BB:2C:F4:86:0A:BF,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
30033,68172,71643.14,23601.75,48041.39,69820.73,716,8,-2235.69,2869,0,INR,Tanzania,ATM,PARTIAL,1,1,0,T00000123,05-04-2025 19:38,SBIN0000234,148.54.211.124,3C:C7:C1:BC:EF:B2,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
60612,92961,121728.88,746.96,120981.92,53745.65,945,7,-1451.35,1572,3,INR,Oman,ATM,NONE,0,0,1,T00000124,05-04-2025 19:38,ICIC0000889,214.153.163.174,5B:3A:4D:E2:D6:4A,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
71631,65280,14980.49,42415.22,-27434.73,63591.93,570,5,-2994.6,2394,0,INR,Pitcairn Islands,Desktop,FULL,1,0,0,T00000125,05-04-2025 19:38,SBIN0001234,35.105.194.22,CE:AC:03:8C:DB:84,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
63457,49307,26194.82,45298.83,-19104.01,51896.03,934,9,-965.31,1755,7,INR,Cambodia,Laptop,PARTIAL,1,0,1,T00000126,05-04-2025 19:38,HDFC0001234,101.65.104.64,C6:FD:E3:C2:CA:47,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
35651,51534,29598.45,35225.01,-5626.56,59072.24,812,2,-1364.4,2827,3,INR,Zimbabwe,Mobile,PARTIAL,1,1,1,T00000127,05-04-2025 19:38,HDFC0001234,99.215.98.18,1E:BE:CB:2B:23:69,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
71631,74454,66366.2,24024.71,42341.49,88901.38,808,2,1244.24,2402,3,INR,Indonesia,Laptop,FULL,1,1,1,T00000128,05-04-2025 19:38,ICIC0000456,234.185.199.113,AB:CA:FA:86:64:00,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
31458,70261,80770.24,27945.45,52824.79,84805.12,748,7,1301.72,392,4,INR,Korea,Desktop,NONE,0,0,1,T00000129,05-04-2025 19:38,ICIC0000456,240.171.0.153,34:0A:53:62:34:5D,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
66421,75659,45836.65,5367.55,40469.1,55590.42,592,5,-2387.46,1640,0,INR,Saint Pierre and Miquelon,Desktop,FULL,0,1,0,T00000130,05-04-2025 19:38,SBIN0001234,98.40.111.22,F8:31:2B:A8:9B:42,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
63457,83407,40097.82,2572.75,37525.07,29374.09,521,7,-1435.43,491,3,INR,Colombia,Tablet,PARTIAL,1,0,0,T00000131,05-04-2025 19:38,SBIN0001234,138.42.146.194,CE:22:F9:95:FD:17,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
85738,53372,149047.66,47214.78,101832.88,69649.55,930,8,517.8,1119,0,INR,Guernsey,ATM,NONE,1,1,0,T00000132,05-04-2025 19:38,ICIC0000889,59.226.206.12,A6:2A:62:CE:18:66,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
43766,32081,88536.86,36766.24,51770.62,57120.85,861,3,2867.32,1564,3,INR,Guyana,Mobile,PARTIAL,0,0,0,T00000133,05-04-2025 19:38,SBIN0001234,83.149.57.228,F3:9B:F2:62:B6:3A,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
71143,61440,93431.6,42812.89,50618.71,29543.93,985,9,-1017.49,2862,2,INR,Guadeloupe,Desktop,NONE,1,1,0,T00000134,05-04-2025 19:38,SBIN0000234,17.193.191.92,DB:38:12:B8:77:2A,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
66421,20973,12899.38,27470.76,-14571.38,12219.8,428,10,-2160.69,442,6,INR,Costa Rica,POS,PARTIAL,1,0,0,T00000135,05-04-2025 19:38,SBIN0000234,28.121.214.45,4C:E4:74:FA:A7:E2,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
35651,58624,114460.43,29350.05,85110.38,16250.66,698,1,793.94,688,1,INR,American Samoa,Mobile,NONE,0,0,0,T00000136,05-04-2025 19:38,AXIS0000312,188.1.97.12,66:CE:41:4B:00:94,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
39828,53041,149726.96,507.1,149219.86,30504.19,884,9,-1916.91,457,0,INR,Taiwan,Laptop,NONE,1,1,1,T00000137,05-04-2025 19:38,AXIS0000312,55.108.92.38,B0:AE:4D:29:D2:3A,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
54376,85968,103726.46,8519.67,95206.79,61952.25,486,2,2177.02,1443,4,INR,Bangladesh,Tablet,FULL,1,1,0,T00000138,05-04-2025 19:38,ICIC0000456,81.23.0.164,1D:B9:B4:A6:F9:2F,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
63457,30212,143591.85,11433.3,132158.55,21023.6,434,9,-636.53,456,5,INR,Djibouti,Desktop,NONE,1,1,1,T00000139,05-04-2025 19:39,ICIC0000456,203.139.239.184,4D:C2:68:9F:7B:D3,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
66421,40940,64712.22,28978.3,35733.92,12158.3,791,8,1142.83,332,7,INR,Kuwait,Tablet,PARTIAL,1,1,0,T00000140,05-04-2025 19:39,ICIC0000889,149.214.16.254,2F:37:FC:4C:C2:38,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
66421,53584,69044.87,42806.19,26238.68,90892.88,426,1,2860.04,1784,8,INR,Saint Lucia,Desktop,NONE,1,0,0,T00000141,05-04-2025 19:39,SBIN0000234,82.48.246.22,8C:DA:FE:79:D9:05,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
63457,19042,149803.39,20021.55,129781.84,67561.4,725,9,-1745.81,1335,0,INR,Solomon Islands,Laptop,PARTIAL,1,0,0,T00000142,05-04-2025 19:39,HDFC0001234,28.80.107.199,3B:D3:A5:F6:D2:95,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
84782,29716,10091.02,41240.13,-31149.11,47189.26,886,3,-2964.69,680,4,INR,Algeria,Desktop,FULL,0,1,1,T00000143,05-04-2025 19:39,AXIS0000312,133.88.127.244,07:DE:7F:8A:F9:E3,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
51461,86622,65733.3,24781.06,40952.24,57783.17,686,4,2813.05,2878,2,INR,French Guiana,ATM,PARTIAL,0,1,0,T00000144,05-04-2025 19:39,ICIC0000456,42.193.6.105,13:94:03:42:4A:85,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
43766,71715,32924.99,4732.58,28192.41,77102.63,440,5,281.52,612,1,INR,Tonga,Laptop,NONE,0,1,1,T00000145,05-04-2025 19:39,SBIN0001234,167.149.6.194,C1:3E:27:4E:49:6B,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
63964,27226,84848.64,4339.15,80509.49,11609.09,799,10,-2422.74,626,7,INR,Guinea,POS,FULL,1,0,0,T00000146,05-04-2025 19:39,HDFC0001234,213.231.50.164,5C:1D:C7:26:B8:C0,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
12908,91248,128216.77,2476.94,125739.83,59374.89,519,3,2812.45,2175,1,INR,Fiji,POS,PARTIAL,0,1,0,T00000147,05-04-2025 19:39,SBIN0000234,4.221.190.215,05:AE:12:16:11:6C,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
88864,28911,24441.11,34049.94,-9608.83,82833.69,532,10,327.51,2991,0,INR,Colombia,Tablet,PARTIAL,0,0,0,T00000148,05-04-2025 19:39,ICIC0000889,108.242.195.34,F0:1A:7E:5D:50:E4,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
32392,95464,76934.92,32439.13,44495.79,57319.11,422,9,-2896.43,407,3,INR,Korea,Laptop,PARTIAL,0,0,0,T00000149,05-04-2025 19:39,SBIN0000234,184.72.181.150,53:09:98:26:30:EC,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
63457,22262,67536.22,32450.36,35085.86,62099.53,588,6,-643.88,2731,3,INR,French Guiana,Mobile,FULL,1,0,1,T00000150,05-04-2025 19:39,AXIS0000312,217.236.89.126,A7:1C:9F:72:20:E4,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
39828,28076,69565.59,28733.94,40831.65,72120.12,758,2,864.04,2150,4,INR,Taiwan,POS,PARTIAL,0,0,0,T00000151,05-04-2025 19:39,AXIS0000312,158.238.91.251,73:CF:A9:5F:8C:E8,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
54376,67577,54492.48,39750.83,14741.65,97354.08,927,1,1165.2,933,1,INR,Vanuatu,Laptop,PARTIAL,1,1,0,T00000152,05-04-2025 19:39,ICIC0000456,225.239.36.6,D7:11:05:3B:47:7E,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
71631,99952,63107.25,42595.03,20512.22,68233.35,636,5,2038.7,1290,6,INR,Uganda,Laptop,NONE,0,0,0,T00000153,05-04-2025 19:39,ICIC0000456,82.167.104.9,EE:C8:1A:BB:82:30,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
51551,12871,89106.73,34640.55,54466.18,81928.34,633,10,2990.64,168,3,INR,Zimbabwe,Mobile,NONE,1,1,1,T00000154,05-04-2025 19:39,HDFC0001234,44.129.197.157,2E:27:08:03:1B:C6,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
31458,81996,31115.37,13588.31,17527.06,62951.8,988,3,1420.37,2289,2,INR,Saint Vincent and the Grenadines,ATM,PARTIAL,0,0,0,T00000155,05-04-2025 19:39,ICIC0000456,226.169.234.35,82:18:F3:0D:0A:C1,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
54376,28896,77117.45,2377.01,74740.44,46539.55,929,10,-347.11,557,3,INR,Saint Vincent and the Grenadines,Tablet,NONE,1,1,0,T00000156,05-04-2025 19:39,ICIC0000889,19.113.73.69,67:97:DC:DE:5A:5E,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
39828,44164,25350.48,37714.52,-12364.04,65883.67,952,4,-121.63,2868,3,INR,Iceland,POS,FULL,1,1,0,T00000157,05-04-2025 19:39,HDFC0001234,214.1.219.229,DA:85:65:DA:26:0F,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
51551,57518,101608.65,2454.85,99153.8,29672.56,764,2,-189.77,384,8,INR,Tajikistan,POS,FULL,1,0,1,T00000158,05-04-2025 19:39,AXIS0000312,150.48.158.152,C0:64:67:14:5D:52,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
51551,75787,69404.23,8637.58,60766.65,76949.28,856,1,-515.54,269,6,INR,San Marino,POS,FULL,1,1,0,T00000159,05-04-2025 19:39,AXIS0000312,83.143.225.120,8F:D1:D2:EA:8F:62,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
71631,29575,23979.17,42075.17,-18096,35780.65,963,5,90.66,2400,3,INR,Uruguay,ATM,PARTIAL,0,1,0,T00000160,05-04-2025 19:39,SBIN0000234,202.137.213.178,6A:C1:DC:90:32:B8,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
30033,51907,70858.96,3031.18,67827.78,40697.54,414,3,729.83,1201,5,INR,Slovakia (Slovak Republic),Laptop,NONE,1,0,0,T00000161,05-04-2025 19:39,SBIN0001234,159.154.198.196,30:72:DF:DF:22:C2,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
71143,95897,71340.25,1808.97,69531.28,59874.79,975,6,1057.34,2095,4,INR,Liechtenstein,Desktop,PARTIAL,1,1,1,T00000162,05-04-2025 19:39,SBIN0001234,73.255.233.20,30:2D:1D:23:E8:AE,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
32392,46554,116546.91,3035.06,113511.85,31153.76,603,10,-43.79,2407,3,INR,Saint Pierre and Miquelon,Tablet,NONE,0,1,0,T00000163,05-04-2025 19:39,AXIS0000312,191.67.164.107,09:99:84:9D:70:E0,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
60612,94413,117588.23,38629.73,78958.5,31777.21,436,7,2800.18,1894,6,INR,Sweden,Mobile,FULL,1,0,0,T00000164,05-04-2025 19:39,SBIN0001234,34.235.159.47,81:2B:0A:19:A1:5B,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
51461,55248,102650.62,15112.32,87538.3,34195.62,872,8,2546,296,2,INR,Finland,POS,NONE,1,0,1,T00000165,05-04-2025 19:39,ICIC0000456,135.8.139.48,6D:AB:99:56:41:AA,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
39828,20885,79568.42,20272.4,59296.02,56010.41,476,9,1641.23,2404,3,INR,Trinidad and Tobago,POS,PARTIAL,0,0,0,T00000166,05-04-2025 19:39,AXIS0000312,241.108.15.174,D3:1D:4F:B4:CA:03,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
54376,61600,92209.37,42611.46,49597.91,13904.45,548,3,542.22,2193,8,INR,Afghanistan,Desktop,PARTIAL,0,1,1,T00000167,05-04-2025 19:39,SBIN0001234,184.187.98.204,6D:17:0D:E2:A2:D2,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
43766,79871,118112.83,27761.6,90351.23,41801.11,683,6,55.19,1752,8,INR,Belgium,Mobile,PARTIAL,1,1,0,T00000168,05-04-2025 19:39,HDFC0001234,128.82.202.101,02:0F:32:72:6A:A9,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
66421,16266,123511.27,10670.23,112841.04,94206.84,907,7,53.69,1988,7,INR,Antigua and Barbuda,Laptop,FULL,0,0,1,T00000169,05-04-2025 19:40,ICIC0000456,111.237.203.16,3D:EF:E3:2F:74:D0,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
70762,86844,123885.17,47380.93,76504.24,59017.74,995,1,82.99,2962,3,INR,United States of America,POS,FULL,0,1,0,T00000170,05-04-2025 19:40,ICIC0000889,39.63.159.62,F1:5D:8E:77:35:8C,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
84782,54819,119197.8,26354.98,92842.82,58635.97,905,2,285.83,1220,8,INR,Cameroon,Mobile,PARTIAL,0,1,1,T00000171,05-04-2025 19:40,HDFC0001234,81.213.112.193,8B:FC:A3:93:84:F5,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
39828,46643,29210.18,31048.39,-1838.21,41257.41,421,9,1085.14,2158,6,INR,Kyrgyz Republic,Tablet,FULL,0,0,1,T00000172,05-04-2025 19:40,HDFC0001234,109.234.93.225,F7:66:5C:97:4B:06,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
84782,81656,76583.65,13948.29,62635.36,77386.59,930,2,50.52,2198,1,INR,Comoros,ATM,FULL,0,0,1,T00000173,05-04-2025 19:40,SBIN0001234,29.132.51.143,4A:09:6F:50:70:47,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
51551,66883,134727.49,18938.63,115788.86,26160.52,406,2,-1640.58,1953,4,INR,Falkland Islands (Malvinas),Laptop,FULL,0,0,1,T00000174,05-04-2025 19:40,ICIC0000889,150.89.115.161,DD:3B:C9:E3:11:2D,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
66421,84639,126642.11,6382.51,120259.6,40047.68,960,5,137.66,1456,3,INR,Argentina,Desktop,NONE,0,1,0,T00000175,05-04-2025 19:40,ICIC0000889,19.229.60.54,36:C5:0E:7F:FE:0A,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
15049,77962,58012.59,27098.36,30914.23,47725.91,418,4,-2687.7,2893,8,INR,Guatemala,ATM,PARTIAL,1,0,0,T00000176,05-04-2025 19:40,AXIS0000312,87.99.219.202,7A:A0:60:5A:58:10,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
60612,48582,23965.77,23569.88,395.89,95712.42,494,9,-1221.76,2962,6,INR,Uzbekistan,POS,FULL,0,0,1,T00000177,05-04-2025 19:40,AXIS0000312,108.152.85.93,79:9E:D7:3C:F9:BE,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
66421,93132,131015.66,13599.25,117416.41,39166.26,708,6,821.94,767,3,INR,Indonesia,Laptop,FULL,0,0,0,T00000178,05-04-2025 19:40,SBIN0000234,50.187.228.165,85:CE:17:9A:FF:08,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
66421,49559,48594.46,19234.95,29359.51,34452.31,734,5,-718.79,664,8,INR,Portugal,ATM,PARTIAL,0,1,0,T00000179,05-04-2025 19:40,SBIN0000234,87.249.212.104,19:3C:23:50:23:AF,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
65478,45446,66015.81,11599.01,54416.8,44323.76,419,1,-1819.36,2109,3,INR,Turkmenistan,Mobile,PARTIAL,1,1,0,T00000180,05-04-2025 19:40,ICIC0000456,190.13.148.47,24:8E:13:5E:19:32,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
65478,51219,146540.56,27818.66,118721.9,57571.08,917,6,1112.1,2187,0,INR,Singapore,Tablet,PARTIAL,1,0,1,T00000181,05-04-2025 19:40,SBIN0001234,158.252.251.103,C1:20:EF:27:8F:43,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
70762,69612,69508.67,23301.23,46207.44,13606.32,688,3,-14.04,364,0,INR,Kiribati,Tablet,NONE,1,0,1,T00000182,05-04-2025 19:40,SBIN0001234,61.86.144.129,4C:93:7A:09:B9:C0,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
66421,36169,144573.68,1752.46,142821.22,98224.92,692,1,2774.87,701,3,INR,Turkmenistan,ATM,NONE,0,0,1,T00000183,05-04-2025 19:40,SBIN0001234,39.184.164.144,38:B1:D6:F1:CB:C6,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
60612,70064,67386.97,35036.5,32350.47,60490.01,674,5,2991.45,984,2,INR,Guatemala,Laptop,FULL,1,0,0,T00000184,05-04-2025 19:40,ICIC0000889,119.14.37.226,86:7B:A6:F1:BB:88,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
70762,56560,111991.71,35752.92,76238.79,42217.57,500,9,-112.15,1898,4,INR,Maldives,Mobile,FULL,0,1,0,T00000185,05-04-2025 19:40,SBIN0001234,91.233.114.42,2A:11:3A:BA:03:48,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
65478,85968,129615.59,1994.49,127621.1,69202.38,841,7,2967.78,2573,3,INR,Pakistan,Desktop,NONE,0,0,0,T00000186,05-04-2025 19:40,AXIS0000312,64.73.176.130,08:F4:6E:6C:97:DC,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
63964,53261,45969.22,22312.56,23656.66,75472.03,828,5,2855.46,1139,6,INR,Malta,Mobile,NONE,0,0,0,T00000187,05-04-2025 19:40,SBIN0001234,22.243.30.22,51:01:A5:68:6C:1F,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
